Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_2878.cpp,xcu200-fsgd2104-2-e,5.0,55.83611,79,1,1,1,1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.9992806091319064,False
workload_2879.cpp,xcu200-fsgd2104-2-e,5.0,55.76611,181,1,1,1,1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9995572486873818,False
workload_2880.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,861,1,1,1,2,cyclic_4_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9730106184072131,False
workload_2881.cpp,xcu200-fsgd2104-2-e,5.0,55.66007,187,1,1,1,1,complete_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,0.9999763991325186,False
workload_2882.cpp,xcu200-fsgd2104-2-e,5.0,55.79057,855,1,1,1,2,cyclic_4_1,block_2_1,unroll_2,unroll_4,unroll_4,pipeline_1,1.25,0.9730053620434354,False
workload_2883.cpp,xcu200-fsgd2104-2-e,5.0,55.73182,191,1,1,1,2,block_2_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.25,0.973008922742063,False
workload_2884.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,174,1,1,1,1,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,1.0,True
workload_2885.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,194,1,1,1,1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2886.cpp,xcu200-fsgd2104-2-e,5.0,55.85783,180,1,1,1,1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9991947804782074,False
workload_2887.cpp,xcu200-fsgd2104-2-e,5.0,55.6996,817,1,1,1,2,cyclic_4_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.973010046243033,False
workload_2888.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,186,1,1,1,1,complete_2,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2889.cpp,xcu200-fsgd2104-2-e,5.0,55.66308,906,1,1,1,3,complete_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.5,0.9464321180914755,False
workload_2892.cpp,xcu200-fsgd2104-2-e,5.0,55.76611,175,1,1,1,1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9995572486873818,False
workload_2894.cpp,xcu200-fsgd2104-2-e,5.0,55.76611,172,1,1,1,1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9995572486873818,False
workload_2895.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,182,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2896.cpp,xcu200-fsgd2104-2-e,5.0,58.77829,866,1,1,2,5,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.25,0.868644415018842,False
workload_2897.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,899,1,1,1,2,cyclic_8_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9730106184072131,False
workload_2898.cpp,xcu200-fsgd2104-2-e,5.0,55.6996,845,1,1,1,2,cyclic_4_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.973010046243033,False
workload_2901.cpp,xcu200-fsgd2104-2-e,5.0,55.79057,788,1,1,1,2,cyclic_2_1,block_2_1,unroll_2,unroll_4,unroll_4,pipeline_1,1.25,0.9730053620434354,False
workload_2902.cpp,xcu200-fsgd2104-2-e,5.0,55.6996,782,1,1,1,2,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.973010046243033,False
workload_2903.cpp,xcu200-fsgd2104-2-e,5.0,55.66007,180,1,1,1,1,complete_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9999763991325186,False
workload_2904.cpp,xcu200-fsgd2104-2-e,5.0,55.79057,791,1,1,1,2,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,pipeline,1.25,0.9730053620434354,False
workload_2905.cpp,xcu200-fsgd2104-2-e,5.0,55.6996,835,1,1,1,2,cyclic_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.973010046243033,False
workload_2906.cpp,xcu200-fsgd2104-2-e,5.0,433.99908,1025,1,1,1,3,complete_1,complete_1,unroll_4,unroll_4,unroll_2,unroll_2,1.5,0.1255549690290752,False
workload_2907.cpp,xcu200-fsgd2104-2-e,5.0,55.662735,864,1,1,1,3,complete_1,block_2_1,unroll,unroll_2,unroll_2,pipeline,1.5,0.9464321189382029,False
workload_2908.cpp,xcu200-fsgd2104-2-e,5.0,55.83611,85,1,1,1,1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9992806091319064,False
workload_2909.cpp,xcu200-fsgd2104-2-e,5.0,55.79057,844,1,1,1,2,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,pipeline_1,1.25,0.9730053620434354,False
workload_2910.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,183,1,1,1,1,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2911.cpp,xcu200-fsgd2104-2-e,5.0,55.6996,839,1,1,1,2,complete_2,complete_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.973010046243033,False
workload_2912.cpp,xcu200-fsgd2104-2-e,5.0,55.83611,80,1,1,1,1,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9992806091319064,False
workload_2913.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,824,1,1,1,2,cyclic_2_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline,1.25,0.9730106184072131,False
workload_2914.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,190,1,1,1,1,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2915.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,173,1,1,1,1,complete_2,complete_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,1.0,True
workload_2916.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,173,1,1,1,1,complete_2,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,1.0,True
workload_2917.cpp,xcu200-fsgd2104-2-e,5.0,55.76611,177,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9995572486873818,False
workload_2918.cpp,xcu200-fsgd2104-2-e,5.0,55.6996,800,1,1,1,2,complete_2,complete_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.973010046243033,False
workload_2919.cpp,xcu200-fsgd2104-2-e,5.0,55.6996,823,1,1,1,2,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.973010046243033,False
workload_2920.cpp,xcu200-fsgd2104-2-e,5.0,55.83611,79,1,1,1,1,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.9992806091319064,False
workload_2922.cpp,xcu200-fsgd2104-2-e,5.0,55.79057,792,1,1,1,2,cyclic_2_1,block_2_1,unroll_2,unroll_4,unroll_4,pipeline,1.25,0.9730053620434354,False
workload_2923.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,814,1,1,1,2,cyclic_2_1,complete_1,unroll_4,unroll_4,unroll_2,pipeline,1.25,0.9730106184072131,False
workload_2925.cpp,xcu200-fsgd2104-2-e,5.0,433.9901,207,1,1,1,1,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.12572782520922587,False
workload_2926.cpp,xcu200-fsgd2104-2-e,5.0,55.6996,783,1,1,1,2,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.973010046243033,False
workload_2927.cpp,xcu200-fsgd2104-2-e,5.0,55.85007,169,1,1,1,1,cyclic_4_1,block_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,1.0,0.9992254443888058,False
workload_2929.cpp,xcu200-fsgd2104-2-e,5.0,55.79057,780,1,1,1,2,cyclic_4_1,complete_1,unroll_2,unroll_4,unroll_4,pipeline_1,1.25,0.9730053620434354,False
workload_2931.cpp,xcu200-fsgd2104-2-e,5.0,55.76611,170,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9995572486873818,False
workload_2932.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,177,1,1,1,1,complete_2,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2933.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,812,1,1,1,2,cyclic_2_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline,1.25,0.9730106184072131,False
workload_2934.cpp,xcu200-fsgd2104-2-e,5.0,55.78123,840,1,1,1,2,complete_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,pipeline_1,1.25,0.9730060586649205,False
workload_2935.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,847,1,1,1,2,cyclic_8_1,complete_1,unroll_4,unroll_4,unroll_2,pipeline,1.25,0.9730106184072131,False
workload_2936.cpp,xcu200-fsgd2104-2-e,5.0,55.69507,850,1,1,1,2,complete_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9730101570942672,False
workload_2937.cpp,xcu200-fsgd2104-2-e,5.0,55.78123,826,1,1,1,2,complete_1,complete_1,unroll_2,unroll_4,unroll_4,pipeline,1.25,0.9730060586649205,False
workload_2941.cpp,xcu200-fsgd2104-2-e,5.0,55.66308,862,1,1,1,3,complete_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline,1.5,0.9464321180914755,False
workload_2942.cpp,xcu200-fsgd2104-2-e,5.0,55.6996,843,1,1,1,2,cyclic_2_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.973010046243033,False
workload_2943.cpp,xcu200-fsgd2104-2-e,5.0,55.79057,808,1,1,1,2,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_4,pipeline,1.25,0.9730053620434354,False
workload_2945.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,183,1,1,1,1,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,1.0,True
workload_2946.cpp,xcu200-fsgd2104-2-e,5.0,433.9901,207,1,1,1,1,cyclic_2_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.12572782520922587,False
workload_2948.cpp,xcu200-fsgd2104-2-e,5.0,55.75707,170,1,1,1,1,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9995929778118607,False
workload_2949.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,807,1,1,1,2,cyclic_4_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline,1.25,0.9730106184072131,False
workload_2950.cpp,xcu200-fsgd2104-2-e,5.0,55.79057,771,1,1,1,2,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_4,pipeline,1.25,0.9730053620434354,False
workload_2952.cpp,xcu200-fsgd2104-2-e,5.0,55.76611,162,1,1,1,1,complete_2,complete_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9995572486873818,False
workload_2954.cpp,xcu200-fsgd2104-2-e,5.0,55.85783,178,1,1,1,1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9991947804782074,False
workload_2955.cpp,xcu200-fsgd2104-2-e,5.0,55.69507,821,1,1,1,2,complete_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.9730101570942672,False
workload_2956.cpp,xcu200-fsgd2104-2-e,5.0,55.83611,80,1,1,1,1,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.9992806091319064,False
workload_2957.cpp,xcu200-fsgd2104-2-e,5.0,55.6996,829,1,1,1,2,complete_2,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.973010046243033,False
workload_2958.cpp,xcu200-fsgd2104-2-e,5.0,433.9901,220,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.12572782520922587,False
workload_2959.cpp,xcu200-fsgd2104-2-e,5.0,55.83407,85,1,1,1,1,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9992886705970937,False
workload_2960.cpp,xcu200-fsgd2104-2-e,5.0,55.79057,798,1,1,1,2,cyclic_4_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,pipeline,1.25,0.9730053620434354,False
workload_2961.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,884,1,1,1,2,complete_2,complete_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9730106184072131,False
workload_2962.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,175,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,1.0,True
workload_2963.cpp,xcu200-fsgd2104-2-e,5.0,433.9901,207,1,1,1,1,block_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.12572782520922587,False
workload_2967.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,836,1,1,1,2,cyclic_2_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9730106184072131,False
workload_2970.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,209,1,1,1,1,complete_2,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2971.cpp,xcu200-fsgd2104-2-e,5.0,55.83611,103,1,1,1,1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.9992806091319064,False
workload_2972.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,888,1,1,1,2,cyclic_4_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline,1.25,0.9730106184072131,False
workload_2973.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,880,1,1,1,2,complete_2,block_2_1,unroll_4,unroll_4,unroll_2,pipeline,1.25,0.9730106184072131,False
workload_2974.cpp,xcu200-fsgd2104-2-e,5.0,246.39706,1462,1,1,2,3,cyclic_2_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,unroll_4,1.75,0.40133543003375816,False
workload_2975.cpp,xcu200-fsgd2104-2-e,5.0,433.99607,238,1,1,1,2,complete_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1.25,0.12568205822644185,False
workload_2976.cpp,xcu200-fsgd2104-2-e,5.0,433.99706,1038,1,1,1,2,complete_2,complete_1,unroll_4,unroll_4,unroll_2,unroll_2,1.25,0.12568139721227684,False
workload_2981.cpp,xcu200-fsgd2104-2-e,5.0,55.76611,196,1,1,1,1,block_8_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9995572486873818,False
workload_2982.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,203,1,1,1,1,block_8_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,1.0,True
workload_2983.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,205,1,1,1,1,block_8_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2984.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,896,1,1,1,2,cyclic_8_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline,1.25,0.9730106184072131,False
workload_2985.cpp,xcu200-fsgd2104-2-e,5.0,58.77625,814,1,1,2,5,complete_1,complete_1,unroll_2,unroll_2,unroll_8,pipeline,2.25,0.8686450889901505,False
workload_2986.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,915,1,1,1,2,cyclic_4_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9730106184072131,False
workload_2987.cpp,xcu200-fsgd2104-2-e,5.0,55.6996,929,1,1,1,2,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.973010046243033,False
workload_2994.cpp,xcu200-fsgd2104-2-e,5.0,55.83407,108,1,1,1,1,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.9992886705970937,False
workload_2995.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,200,1,1,1,1,block_8_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,1.0,True
workload_2996.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,206,1,1,1,1,block_8_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2997.cpp,xcu200-fsgd2104-2-e,5.0,55.85783,196,1,1,1,1,block_2_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9991947804782074,False
workload_2998.cpp,xcu200-fsgd2104-2-e,5.0,55.73182,214,1,1,1,2,block_4_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.25,0.973008922742063,False
workload_2999.cpp,xcu200-fsgd2104-2-e,5.0,55.73182,211,1,1,1,2,block_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.25,0.973008922742063,False
workload_3000.cpp,xcu200-fsgd2104-2-e,5.0,433.9901,237,1,1,1,1,block_8_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.12572782520922587,False
workload_3001.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,938,1,1,1,2,block_8_1,complete_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9730106184072131,False
workload_3002.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,922,1,1,1,2,complete_2,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9730106184072131,False
workload_3003.cpp,xcu200-fsgd2104-2-e,5.0,55.66308,962,1,1,1,3,complete_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.5,0.9464321180914755,False
workload_3006.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,203,1,1,1,1,block_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,1.0,True
workload_3008.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,870,1,1,1,2,cyclic_4_1,complete_1,unroll_4,unroll_4,unroll_2,pipeline,1.25,0.9730106184072131,False
workload_3012.cpp,xcu200-fsgd2104-2-e,5.0,55.76611,194,1,1,1,1,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9995572486873818,False
workload_3013.cpp,xcu200-fsgd2104-2-e,5.0,433.9901,244,1,1,1,1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.12572782520922587,False
workload_3014.cpp,xcu200-fsgd2104-2-e,5.0,433.9901,246,1,1,1,1,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.12572782520922587,False
workload_3015.cpp,xcu200-fsgd2104-2-e,5.0,55.6541,201,1,1,1,1,block_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_3016.cpp,xcu200-fsgd2104-2-e,5.0,55.6996,860,1,1,1,2,block_8_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.973010046243033,False
workload_3025.cpp,xcu200-fsgd2104-2-e,5.0,55.83611,96,1,1,1,1,block_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9992806091319064,False
workload_3026.cpp,xcu200-fsgd2104-2-e,5.0,55.73182,221,1,1,1,2,block_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.25,0.973008922742063,False
workload_3027.cpp,xcu200-fsgd2104-2-e,5.0,55.73182,220,1,1,1,2,block_4_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.25,0.973008922742063,False
workload_3028.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,917,1,1,1,2,cyclic_2_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9730106184072131,False
workload_3029.cpp,xcu200-fsgd2104-2-e,5.0,55.66308,927,1,1,1,3,complete_1,complete_1,unroll_4,unroll_4,unroll_2,pipeline,1.5,0.9464321180914755,False
workload_3030.cpp,xcu200-fsgd2104-2-e,5.0,58.77829,739,1,1,2,5,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline,2.25,0.868644415018842,False
workload_3031.cpp,xcu200-fsgd2104-2-e,5.0,433.9901,250,1,1,1,1,complete_2,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.12572782520922587,False
workload_3032.cpp,xcu200-fsgd2104-2-e,5.0,55.662735,1140,1,1,1,3,complete_1,cyclic_2_1,unroll,unroll_2,unroll_2,pipeline,1.5,0.9464321189382029,False
workload_3035.cpp,xcu200-fsgd2104-2-e,5.0,433.9901,235,1,1,1,1,cyclic_4_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.12572782520922587,False
workload_3036.cpp,xcu200-fsgd2104-2-e,5.0,55.66106,978,1,1,1,2,complete_2,block_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9730106184072131,False
workload_3038.cpp,xcu200-fsgd2104-2-e,5.0,55.663405,848,1,1,1,2,complete_2,complete_1,unroll,unroll_2,unroll_2,pipeline,1.25,0.9730106076132186,False
workload_3064.cpp,xcu200-fsgd2104-2-e,3.33,53.40137184,236,1,1,1,1,complete_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9329775314484284,False
workload_3076.cpp,xcu200-fsgd2104-2-e,3.33,242.3517723,1215,1,1,3,7,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,unroll_4,3.0,0.2953393103045986,False
workload_3092.cpp,xcu200-fsgd2104-2-e,3.33,135.90080982,1204,1,1,3,4,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_16,2.25,0.594553482260906,False
workload_3094.cpp,xcu200-fsgd2104-2-e,3.33,40.69864062,1792,1,1,2,5,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.25,0.8778188201741545,False
workload_3148.cpp,xcu200-fsgd2104-2-e,3.33,53.5312485,103,1,1,1,1,complete_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.9324025316057047,False
workload_3158.cpp,xcu200-fsgd2104-2-e,3.33,53.48132514,195,1,1,1,1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9326235326187915,False
workload_3191.cpp,xcu200-fsgd2104-2-e,3.33,428.6546163,797,1,1,2,5,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,unroll_2,2.25,0.10000000000000003,False
workload_3198.cpp,xcu200-fsgd2104-2-e,3.33,98.1351999,3010,1,1,5,6,block_2_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_32,3.25,0.6731571624015597,False
workload_3207.cpp,xcu200-fsgd2104-2-e,3.33,38.6874405,97,1,1,1,1,complete_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9994054674504942,False
workload_3208.cpp,xcu200-fsgd2104-2-e,3.33,216.32498514,332,1,1,1,2,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,unroll_4,1.25,0.3676192890735127,False
workload_3209.cpp,xcu200-fsgd2104-2-e,3.33,211.53709782,603,1,1,1,2,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_8,1.25,0.37976752455766094,False
workload_3218.cpp,xcu200-fsgd2104-2-e,3.33,428.6546163,883,1,1,2,5,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_8,unroll_2,2.25,0.10000000000000003,False
workload_3222.cpp,xcu200-fsgd2104-2-e,3.33,53.48132514,205,1,1,1,1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9326235326187915,False
workload_3230.cpp,xcu200-fsgd2104-2-e,3.33,242.3517723,1241,1,1,3,7,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_8,unroll_4,3.0,0.2953393103045986,False
workload_3243.cpp,xcu200-fsgd2104-2-e,3.33,38.73200922,99,1,1,1,1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9992004087952338,False
workload_3247.cpp,xcu200-fsgd2104-2-e,3.33,53.48132514,192,1,1,1,1,complete_2,block_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9326235326187915,False
workload_3257.cpp,xcu200-fsgd2104-2-e,3.33,40.69864062,2369,1,1,2,5,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.25,0.8778188201741545,False
workload_3269.cpp,xcu200-fsgd2104-2-e,3.33,53.5312485,83,1,1,1,1,complete_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.9324025316057047,False
workload_3270.cpp,xcu200-fsgd2104-2-e,3.33,56.13620094,671,1,1,2,4,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline,2.0,0.8769727316352258,False
workload_3271.cpp,xcu200-fsgd2104-2-e,3.33,53.43002982,816,1,1,1,2,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.9301932428502864,False
workload_3272.cpp,xcu200-fsgd2104-2-e,3.33,242.3517723,1101,1,1,3,7,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,unroll_4,3.0,0.2953393103045986,False
workload_3273.cpp,xcu200-fsgd2104-2-e,3.33,38.55824982,190,1,1,1,1,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_3282.cpp,xcu200-fsgd2104-2-e,3.33,53.48132514,176,1,1,1,1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9326235326187915,False
workload_3283.cpp,xcu200-fsgd2104-2-e,3.33,38.63751714,182,1,1,1,1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9996351903216649,False
workload_3284.cpp,xcu200-fsgd2104-2-e,3.33,138.15723114000002,348,1,1,2,4,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_16,2.0,0.592079393052578,False
workload_3285.cpp,xcu200-fsgd2104-2-e,3.33,53.43167484000001,837,1,1,1,2,complete_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.9301862424208466,False
workload_3287.cpp,xcu200-fsgd2104-2-e,3.33,40.69864062,1024,1,1,2,5,complete_2,block_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.25,0.8778188201741545,False
workload_3289.cpp,xcu200-fsgd2104-2-e,3.33,382.26887514,97,1,1,1,1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,unroll_2,1.0,0.11319993250194052,False
