Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_3290.cpp,xcu200-fsgd2104-2-e,3.33,53.52328314,81,1,1,1,1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.932437790739758,False
workload_3292.cpp,xcu200-fsgd2104-2-e,3.33,215.86344714,197,1,1,1,2,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_8,1.25,0.3687786076575488,False
workload_3293.cpp,xcu200-fsgd2104-2-e,3.33,56.13620094,666,1,1,2,4,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline,2.0,0.8769727316352258,False
workload_3297.cpp,xcu200-fsgd2104-2-e,3.33,53.52328314,86,1,1,1,1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.932437790739758,False
workload_3299.cpp,xcu200-fsgd2104-2-e,3.33,38.73200922,84,1,1,1,1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9992004087952338,False
workload_3302.cpp,xcu200-fsgd2104-2-e,3.33,53.49999978,824,1,1,1,2,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_4,pipeline,1.25,0.9298954626894896,False
workload_3306.cpp,xcu200-fsgd2104-2-e,3.33,38.67947514,80,1,1,1,1,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9994421181723633,False
workload_3307.cpp,xcu200-fsgd2104-2-e,3.33,242.40430638,1115,1,1,3,7,block_4_1,block_2_1,unroll_2,unroll_2,unroll_8,unroll_4,3.0,0.2952294166954773,False
workload_3310.cpp,xcu200-fsgd2104-2-e,3.33,56.13620094,667,1,1,2,4,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline,2.0,0.8769727316352258,False
workload_3315.cpp,xcu200-fsgd2104-2-e,3.33,38.67947514,78,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9994421181723633,False
workload_3317.cpp,xcu200-fsgd2104-2-e,3.33,218.40889914,117,1,1,1,1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_4,1.0,0.36254514821883266,False
workload_3318.cpp,xcu200-fsgd2104-2-e,3.33,216.32498514,303,1,1,1,2,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_4,1.25,0.3676192890735127,False
workload_3319.cpp,xcu200-fsgd2104-2-e,3.33,138.15723114000002,350,1,1,2,4,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_16,2.0,0.592079393052578,False
workload_3320.cpp,xcu200-fsgd2104-2-e,3.33,216.03596778,543,1,1,2,3,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_2,unroll_8,1.75,0.3667726287617171,False
workload_3321.cpp,xcu200-fsgd2104-2-e,3.33,138.15723114000002,359,1,1,2,4,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,unroll_16,2.0,0.592079393052578,False
workload_3322.cpp,xcu200-fsgd2104-2-e,3.33,38.6107839,197,1,1,1,2,block_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.25,0.9859051657164346,False
workload_3323.cpp,xcu200-fsgd2104-2-e,3.33,53.4753045,182,1,1,1,1,complete_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9326501868041797,False
workload_3324.cpp,xcu200-fsgd2104-2-e,3.33,40.69864062,895,1,1,2,5,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.25,0.8778188201741545,False
workload_3325.cpp,xcu200-fsgd2104-2-e,3.33,53.4753045,181,1,1,1,1,complete_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9326501868041797,False
workload_3326.cpp,xcu200-fsgd2104-2-e,3.33,40.7511747,920,1,1,2,5,block_2_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.25,0.877800897902038,False
workload_3327.cpp,xcu200-fsgd2104-2-e,3.33,53.52328314,79,1,1,1,1,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.932437790739758,False
workload_3328.cpp,xcu200-fsgd2104-2-e,3.33,56.13620094,669,1,1,2,4,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline,2.0,0.8769727316352258,False
workload_3329.cpp,xcu200-fsgd2104-2-e,3.33,56.13620094,686,1,1,2,4,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline,2.0,0.8769727316352258,False
workload_3330.cpp,xcu200-fsgd2104-2-e,3.33,382.26887514,98,1,1,1,1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,1.0,0.11319993250194052,False
workload_3331.cpp,xcu200-fsgd2104-2-e,3.33,56.13620094,673,1,1,2,4,complete_2,block_2_1,unroll_2,unroll_2,unroll_8,pipeline,2.0,0.8769727316352258,False
workload_3332.cpp,xcu200-fsgd2104-2-e,3.33,53.40137184,183,1,1,1,1,complete_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9329775314484284,False
workload_3333.cpp,xcu200-fsgd2104-2-e,3.33,53.40205782,193,1,1,1,1,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9329744939039948,False
workload_3334.cpp,xcu200-fsgd2104-2-e,3.33,216.46254078,1390,1,1,2,3,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_4,unroll_4,1.75,0.3657087988204427,False
workload_3335.cpp,xcu200-fsgd2104-2-e,3.33,38.67947514,85,1,1,1,1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9994421181723633,False
workload_3336.cpp,xcu200-fsgd2104-2-e,3.33,38.55824982,181,1,1,1,1,complete_2,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_3338.cpp,xcu200-fsgd2104-2-e,3.33,216.32498514,299,1,1,1,2,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,unroll_4,1.25,0.3676192890735127,False
workload_3340.cpp,xcu200-fsgd2104-2-e,3.33,38.67947514,85,1,1,1,1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9994421181723633,False
workload_3341.cpp,xcu200-fsgd2104-2-e,3.33,53.52328314,82,1,1,1,1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.932437790739758,False
workload_3342.cpp,xcu200-fsgd2104-2-e,3.33,56.1348423,662,1,1,2,4,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline,2.0,0.8769764439360567,False
workload_3343.cpp,xcu200-fsgd2104-2-e,3.33,38.55756384,185,1,1,1,2,complete_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.25,1.0,True
workload_3344.cpp,xcu200-fsgd2104-2-e,3.33,135.90080982,1008,1,1,3,4,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_16,2.25,0.594553482260906,False
workload_3346.cpp,xcu200-fsgd2104-2-e,3.33,215.86344714,195,1,1,1,2,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_8,1.25,0.3687786076575488,False
workload_3347.cpp,xcu200-fsgd2104-2-e,3.33,211.56506982,2523,1,1,3,4,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll_8,2.25,0.3742495454029283,False
workload_3354.cpp,xcu200-fsgd2104-2-e,3.33,138.15723114000002,327,1,1,2,4,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,unroll_16,2.0,0.592079393052578,False
workload_3357.cpp,xcu200-fsgd2104-2-e,3.33,38.67947514,83,1,1,1,1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9994421181723633,False
workload_3358.cpp,xcu200-fsgd2104-2-e,3.33,38.55756384,185,1,1,1,2,complete_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.25,1.0,True
workload_3359.cpp,xcu200-fsgd2104-2-e,3.33,38.63751714,176,1,1,1,1,complete_2,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9996351903216649,False
workload_3360.cpp,xcu200-fsgd2104-2-e,3.33,382.26887514,90,1,1,1,1,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,1.0,0.11319993250194052,False
workload_3361.cpp,xcu200-fsgd2104-2-e,3.33,216.32498514,295,1,1,1,2,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,unroll_4,1.25,0.3676192890735127,False
workload_3362.cpp,xcu200-fsgd2104-2-e,3.33,38.67947514,83,1,1,1,1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9994421181723633,False
workload_3363.cpp,xcu200-fsgd2104-2-e,3.33,53.57581722,81,1,1,1,1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.932205259326418,False
workload_3364.cpp,xcu200-fsgd2104-2-e,3.33,56.1348423,657,1,1,2,4,complete_1,complete_1,unroll_2,unroll_2,unroll_8,pipeline,2.0,0.8769764439360567,False
workload_3365.cpp,xcu200-fsgd2104-2-e,3.33,38.73200922,86,1,1,1,1,block_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9992004087952338,False
workload_3366.cpp,xcu200-fsgd2104-2-e,3.33,53.43002982,804,1,1,1,2,cyclic_4_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.9301932428502864,False
workload_3367.cpp,xcu200-fsgd2104-2-e,3.33,53.532633780000005,178,1,1,1,1,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_2,pipeline,1.0,0.9323963996586182,False
workload_3368.cpp,xcu200-fsgd2104-2-e,3.33,214.45237629,1374,1,1,2,3,cyclic_4_1,block_2_1,unroll,unroll_2,unroll_2,unroll_4,1.75,0.37074036424615453,False
workload_3369.cpp,xcu200-fsgd2104-2-e,3.33,53.4753045,181,1,1,1,1,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9326501868041797,False
workload_3370.cpp,xcu200-fsgd2104-2-e,3.33,40.69864062,902,1,1,2,5,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.25,0.8778188201741545,False
workload_3371.cpp,xcu200-fsgd2104-2-e,3.33,53.4545919,185,1,1,1,2,block_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.25,0.9300887157314242,False
workload_3372.cpp,xcu200-fsgd2104-2-e,3.33,211.53709782,537,1,1,1,2,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_8,1.25,0.37976752455766094,False
workload_3373.cpp,xcu200-fsgd2104-2-e,3.33,214.44618582,300,1,1,1,2,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_4,1.25,0.37235421807055524,False
workload_3374.cpp,xcu200-fsgd2104-2-e,3.33,53.49999978,798,1,1,1,2,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,pipeline,1.25,0.9298954626894896,False
workload_3375.cpp,xcu200-fsgd2104-2-e,3.33,38.63751714,184,1,1,1,1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9996351903216649,False
workload_3376.cpp,xcu200-fsgd2104-2-e,3.33,38.6107839,192,1,1,1,2,block_2_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.25,0.9859051657164346,False
workload_3377.cpp,xcu200-fsgd2104-2-e,3.33,382.26887514,92,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,unroll_2,1.0,0.11319993250194052,False
workload_3378.cpp,xcu200-fsgd2104-2-e,3.33,53.48132514,174,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9326235326187915,False
workload_3379.cpp,xcu200-fsgd2104-2-e,3.33,40.69864062,906,1,1,2,5,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.25,0.8778188201741545,False
workload_3380.cpp,xcu200-fsgd2104-2-e,3.33,38.58622182,845,1,1,1,2,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9859616189982215,False
workload_3381.cpp,xcu200-fsgd2104-2-e,3.33,211.53709782,530,1,1,2,2,complete_2,block_2_1,unroll_4,unroll_2,unroll_2,unroll_8,1.5,0.37921730664419684,False
workload_3382.cpp,xcu200-fsgd2104-2-e,3.33,53.43167484000001,827,1,1,1,2,complete_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.9301862424208466,False
workload_3384.cpp,xcu200-fsgd2104-2-e,3.33,378.56258514,213,1,1,1,1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,1.0,0.1153467210511079,False
workload_3386.cpp,xcu200-fsgd2104-2-e,3.33,53.4545919,189,1,1,1,2,block_2_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.25,0.9300887157314242,False
workload_3387.cpp,xcu200-fsgd2104-2-e,3.33,38.6107839,200,1,1,1,2,block_2_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.25,0.9859051657164346,False
workload_3388.cpp,xcu200-fsgd2104-2-e,3.33,56.1348423,678,1,1,2,4,complete_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline,2.0,0.8769764439360567,False
workload_3392.cpp,xcu200-fsgd2104-2-e,3.33,53.40137184,182,1,1,1,1,complete_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9329775314484284,False
workload_3393.cpp,xcu200-fsgd2104-2-e,3.33,38.6107839,200,1,1,1,2,block_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.25,0.9859051657164346,False
workload_3397.cpp,xcu200-fsgd2104-2-e,3.33,53.57581722,82,1,1,1,1,block_2_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.932205259326418,False
workload_3398.cpp,xcu200-fsgd2104-2-e,3.33,38.67947514,81,1,1,1,1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9994421181723633,False
workload_3399.cpp,xcu200-fsgd2104-2-e,3.33,38.63751714,181,1,1,1,1,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9996351903216649,False
workload_3401.cpp,xcu200-fsgd2104-2-e,3.33,38.55824982,185,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_3403.cpp,xcu200-fsgd2104-2-e,3.33,53.40205782,177,1,1,1,1,complete_2,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9329744939039948,False
workload_3404.cpp,xcu200-fsgd2104-2-e,3.33,38.6314965,182,1,1,1,1,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9996628963426598,False
workload_3405.cpp,xcu200-fsgd2104-2-e,3.33,374.8715199,226,1,1,1,2,block_2_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_2,1.25,0.11762735645812156,False
workload_3406.cpp,xcu200-fsgd2104-2-e,3.33,38.55824982,190,1,1,1,1,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_3407.cpp,xcu200-fsgd2104-2-e,3.33,378.56258514,213,1,1,1,1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,unroll_2,1.0,0.1153467210511079,False
workload_3408.cpp,xcu200-fsgd2104-2-e,3.33,53.43002982,802,1,1,1,2,complete_2,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.9301932428502864,False
workload_3409.cpp,xcu200-fsgd2104-2-e,3.33,53.48132514,171,1,1,1,1,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9326235326187915,False
workload_3410.cpp,xcu200-fsgd2104-2-e,3.33,38.67947514,79,1,1,1,1,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9994421181723633,False
workload_3411.cpp,xcu200-fsgd2104-2-e,3.33,53.43002982,807,1,1,1,2,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.9301932428502864,False
workload_3412.cpp,xcu200-fsgd2104-2-e,3.33,38.63751714,184,1,1,1,1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9996351903216649,False
workload_3413.cpp,xcu200-fsgd2104-2-e,3.33,38.6107839,198,1,1,1,2,block_4_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.25,0.9859051657164346,False
workload_3414.cpp,xcu200-fsgd2104-2-e,3.33,53.49377934,846,1,1,1,2,complete_1,block_2_1,unroll_2,unroll_4,unroll_4,pipeline,1.25,0.9299219375440114,False
workload_3415.cpp,xcu200-fsgd2104-2-e,3.33,38.63751714,181,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9996351903216649,False
workload_3419.cpp,xcu200-fsgd2104-2-e,3.33,38.6874405,75,1,1,1,1,complete_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9994054674504942,False
workload_3421.cpp,xcu200-fsgd2104-2-e,3.33,38.6874405,79,1,1,1,1,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9994054674504942,False
workload_3422.cpp,xcu200-fsgd2104-2-e,3.33,38.73200922,83,1,1,1,1,block_2_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9992004087952338,False
workload_3423.cpp,xcu200-fsgd2104-2-e,3.33,53.48132514,172,1,1,1,1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9326235326187915,False
workload_3424.cpp,xcu200-fsgd2104-2-e,3.33,38.55824982,184,1,1,1,1,cyclic_4_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_3425.cpp,xcu200-fsgd2104-2-e,3.33,38.63751714,179,1,1,1,1,block_8_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9996351903216649,False
workload_3426.cpp,xcu200-fsgd2104-2-e,3.33,38.58622182,843,1,1,1,2,block_8_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9859616189982215,False
workload_3427.cpp,xcu200-fsgd2104-2-e,3.33,38.6434179,875,1,1,1,3,block_2_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.5,0.9584075304464778,False
workload_3428.cpp,xcu200-fsgd2104-2-e,3.33,40.69864062,888,1,1,2,5,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.25,0.8778188201741545,False
workload_3429.cpp,xcu200-fsgd2104-2-e,3.33,38.58622182,850,1,1,1,2,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9859616189982215,False
workload_3430.cpp,xcu200-fsgd2104-2-e,3.33,378.56258514,213,1,1,1,1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_2,1.0,0.1153467210511079,False
workload_3431.cpp,xcu200-fsgd2104-2-e,3.33,428.6546163,765,1,1,2,5,complete_2,block_2_1,unroll_2,unroll_2,unroll_8,unroll_2,2.25,0.10000000000000003,False
workload_3432.cpp,xcu200-fsgd2104-2-e,3.33,38.55824982,184,1,1,1,1,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_3433.cpp,xcu200-fsgd2104-2-e,3.33,38.69471322,190,1,1,1,1,block_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9993720044000822,False
workload_3434.cpp,xcu200-fsgd2104-2-e,3.33,38.63751714,179,1,1,1,1,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9996351903216649,False
workload_3435.cpp,xcu200-fsgd2104-2-e,3.33,38.56444029,887,1,1,1,3,cyclic_8_1,cyclic_2_1,unroll,unroll_2,unroll_2,pipeline_1,1.5,0.9584095457653247,False
workload_3436.cpp,xcu200-fsgd2104-2-e,3.33,40.69728198000001,854,1,1,2,5,complete_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.25,0.8778192779578499,False
workload_3437.cpp,xcu200-fsgd2104-2-e,3.33,38.67947514,79,1,1,1,1,block_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9994421181723633,False
workload_3438.cpp,xcu200-fsgd2104-2-e,3.33,40.7511747,938,1,1,2,5,block_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.25,0.877800897902038,False
workload_3439.cpp,xcu200-fsgd2104-2-e,3.33,40.69728198000001,938,1,1,2,5,complete_1,complete_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.25,0.8778192779578499,False
workload_3440.cpp,xcu200-fsgd2104-2-e,3.33,38.63751714,183,1,1,1,1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9996351903216649,False
workload_3441.cpp,xcu200-fsgd2104-2-e,3.33,38.6434179,888,1,1,1,3,block_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.5,0.9584075304464778,False
workload_3442.cpp,xcu200-fsgd2104-2-e,3.33,374.8715199,233,1,1,1,2,block_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1.25,0.11762735645812156,False
workload_3443.cpp,xcu200-fsgd2104-2-e,3.33,38.73200922,88,1,1,1,1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9992004087952338,False
workload_3445.cpp,xcu200-fsgd2104-2-e,3.33,38.6314965,182,1,1,1,1,complete_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9996628963426598,False
workload_3446.cpp,xcu200-fsgd2104-2-e,3.33,53.40205782,176,1,1,1,1,complete_2,complete_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9329744939039948,False
workload_3447.cpp,xcu200-fsgd2104-2-e,3.33,38.69471322,184,1,1,1,1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9993720044000822,False
workload_3450.cpp,xcu200-fsgd2104-2-e,3.33,38.68882578,178,1,1,1,1,complete_2,block_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,1.0,0.9993990934881352,False
workload_3451.cpp,xcu200-fsgd2104-2-e,3.33,38.55756384,185,1,1,1,2,complete_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.25,1.0,True
workload_3452.cpp,xcu200-fsgd2104-2-e,3.33,56.13620094,643,1,1,2,4,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline,2.0,0.8769727316352258,False
workload_3455.cpp,xcu200-fsgd2104-2-e,3.33,53.4545919,168,1,1,1,2,block_2_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline,1.25,0.9300887157314242,False
workload_3456.cpp,xcu200-fsgd2104-2-e,3.33,38.63751714,179,1,1,1,1,block_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9996351903216649,False
workload_3457.cpp,xcu200-fsgd2104-2-e,3.33,38.55824982,181,1,1,1,1,complete_2,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_3458.cpp,xcu200-fsgd2104-2-e,3.33,38.6107839,197,1,1,1,2,block_4_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.25,0.9859051657164346,False
workload_3459.cpp,xcu200-fsgd2104-2-e,3.33,53.57581722,80,1,1,1,1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.932205259326418,False
workload_3460.cpp,xcu200-fsgd2104-2-e,3.33,38.55824982,188,1,1,1,1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_3461.cpp,xcu200-fsgd2104-2-e,3.33,38.58622182,830,1,1,1,2,complete_2,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9859616189982215,False
workload_3462.cpp,xcu200-fsgd2104-2-e,3.33,38.563667730000006,853,1,1,1,2,complete_2,cyclic_2_1,unroll,unroll_2,unroll_2,pipeline_1,1.25,0.9860132596758786,False
workload_3463.cpp,xcu200-fsgd2104-2-e,3.33,38.55824982,183,1,1,1,1,complete_2,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_3464.cpp,xcu200-fsgd2104-2-e,3.33,38.58786684,849,1,1,1,2,complete_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9859578451024568,False
workload_3465.cpp,xcu200-fsgd2104-2-e,3.33,214.4987199,312,1,1,1,2,block_2_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_4,1.25,0.37222125842291554,False
workload_3466.cpp,xcu200-fsgd2104-2-e,3.33,38.65619178,825,1,1,1,2,block_8_1,complete_1,unroll_2,unroll_4,unroll_4,pipeline_1,1.25,0.9858002103968888,False
workload_3467.cpp,xcu200-fsgd2104-2-e,3.33,38.58622182,844,1,1,1,2,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9859616189982215,False
workload_3468.cpp,xcu200-fsgd2104-2-e,3.33,374.84695782,977,1,1,1,2,complete_2,cyclic_2_1,unroll_4,unroll_2,unroll_4,unroll_2,1.25,0.11764318042795027,False
workload_3469.cpp,xcu200-fsgd2104-2-e,3.33,38.58622182,843,1,1,1,2,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9859616189982215,False
workload_3470.cpp,xcu200-fsgd2104-2-e,3.33,38.55824982,188,1,1,1,1,block_8_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_3471.cpp,xcu200-fsgd2104-2-e,3.33,38.56195278,910,1,1,1,3,complete_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.5,0.958409553200541,False
workload_3472.cpp,xcu200-fsgd2104-2-e,3.33,38.56293846,871,1,1,1,2,cyclic_8_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9860149262840435,False
workload_3474.cpp,xcu200-fsgd2104-2-e,3.33,38.56322151,895,1,1,1,3,complete_1,cyclic_2_1,unroll,unroll_2,unroll_2,pipeline_1,1.5,0.9584095498359188,False
workload_3476.cpp,xcu200-fsgd2104-2-e,3.33,53.4545919,192,1,1,1,2,block_4_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.25,0.9300887157314242,False
workload_3477.cpp,xcu200-fsgd2104-2-e,3.33,38.65619178,835,1,1,1,2,cyclic_4_1,block_2_1,unroll_2,unroll_4,unroll_4,pipeline_1,1.25,0.9858002103968888,False
workload_3478.cpp,xcu200-fsgd2104-2-e,3.33,38.68882578,185,1,1,1,1,cyclic_4_1,complete_1,unroll_2,unroll_4,unroll_2,pipeline_1,1.0,0.9993990934881352,False
