Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
workload_179.cpp,xczu7ev-ffvc1156-2-e,10.0,148.78094,69,58,10,4,8,cyclic_2_1,block_2_1,block_8_2,block_4_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline_1,pipeline,pipeline,20.0,0.9043644615792213,False
workload_180.cpp,xczu7ev-ffvc1156-2-e,10.0,166.71487,72,60,2,5,11,cyclic_2_1,block_4_1,cyclic_16_1,complete_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,pipeline,19.5,0.8987941307119747,False
workload_181.cpp,xczu7ev-ffvc1156-2-e,10.0,236.84051,64,62,1,5,12,cyclic_2_1,complete_2,cyclic_16_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline,unroll_8,pipeline,20.0,0.6293703423280235,False
workload_182.cpp,xczu7ev-ffvc1156-2-e,10.0,165.65238,49,58,1,4,9,block_4_1,block_4_2,block_2_1,complete_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,pipeline_1,18.0,0.936615481636789,False
workload_183.cpp,xczu7ev-ffvc1156-2-e,10.0,148.78237,73,58,10,4,7,cyclic_2_1,block_4_1,block_8_2,block_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_2,pipeline_1,unroll,19.75,0.9138050901950938,False
workload_184.cpp,xczu7ev-ffvc1156-2-e,10.0,148.7822,60,58,10,4,7,cyclic_2_1,block_4_1,block_8_2,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline_1,pipeline,19.75,0.9138051640958326,False
workload_185.cpp,xczu7ev-ffvc1156-2-e,10.0,133.70589,173,60,10,25,32,cyclic_64_1,cyclic_4_2,block_2_2,cyclic_4_1,cyclic_2_1,complete_1,unroll_32,pipeline,pipeline,pipeline_1,31.75,0.6929618097986004,False
workload_186.cpp,xczu7ev-ffvc1156-2-e,10.0,375.16248,180,60,1,5,13,cyclic_16_1,block_2_2,cyclic_4_2,cyclic_8_1,cyclic_4_1,block_4_1,unroll_32,unroll_4,unroll_2,unroll_4,19.75,0.23668592803983035,False
workload_187.cpp,xczu7ev-ffvc1156-2-e,10.0,218.08031,127,62,1,10,26,cyclic_2_1,complete_2,cyclic_16_1,block_4_1,cyclic_2_1,block_4_1,unroll_8,pipeline,unroll_4,pipeline_1,24.75,0.6142032991730914,False
workload_188.cpp,xczu7ev-ffvc1156-2-e,10.0,168.35582,139,60,2,11,26,block_8_1,cyclic_64_1,block_2_1,cyclic_8_1,block_4_1,complete_1,unroll_4,unroll_2,unroll_8,pipeline_1,24.75,0.7473136989088905,False
workload_189.cpp,xczu7ev-ffvc1156-2-e,10.0,384.37601,215,58,1,5,16,cyclic_4_1,cyclic_2_2,cyclic_8_2,complete_1,block_4_1,block_8_1,unroll_32,pipeline_1,unroll_2,unroll_4,20.0,0.21909175438172857,False
workload_190.cpp,xczu7ev-ffvc1156-2-e,10.0,483.50194,345,60,1,7,16,block_4_1,block_4_1,cyclic_64_1,complete_1,block_2_1,cyclic_2_1,unroll_2,unroll_4,unroll_8,unroll_8,21.0,0.10699951517191028,False
workload_191.cpp,xczu7ev-ffvc1156-2-e,10.0,168.47782,491,62,2,29,49,cyclic_64_1,cyclic_16_1,block_2_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline,unroll_8,pipeline_1,35.5,0.5578728314700878,False
workload_192.cpp,xczu7ev-ffvc1156-2-e,10.0,168.47798,409,62,2,29,50,cyclic_64_1,cyclic_16_1,block_2_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_32,pipeline,unroll_8,pipeline_1,35.75,0.5521507346511164,False
workload_193.cpp,xczu7ev-ffvc1156-2-e,10.0,179.49694,608,84,2,20,41,block_64_1,cyclic_128_1,cyclic_16_1,block_8_1,block_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_8,pipeline,36.75,0.5114576176712912,False
workload_194.cpp,xczu7ev-ffvc1156-2-e,10.0,156.10826,707,58,2,54,77,block_4_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,cyclic_2_1,unroll_16,unroll_2,unroll_16,pipeline,47.75,0.2824329483904351,False
workload_195.cpp,xczu7ev-ffvc1156-2-e,10.0,418.74166,878,62,6,9,56,cyclic_64_1,cyclic_16_1,cyclic_8_1,cyclic_4_1,complete_1,cyclic_8_1,unroll_8,unroll_4,unroll_16,unroll_2,33.25,0.1311572059411531,False
workload_197.cpp,xczu7ev-ffvc1156-2-e,10.0,133.04918,2840,58,58,43,71,cyclic_2_1,cyclic_2_2,block_4_2,cyclic_2_1,cyclic_8_1,block_8_1,unroll_16,unroll_4,unroll_16,unroll,57.5,0.14402669258251732,False
workload_200.cpp,xczu7ev-ffvc1156-2-e,10.0,226.43548,47,60,1,2,6,cyclic_2_1,cyclic_2_2,cyclic_16_1,complete_1,block_8_1,block_4_1,unroll_2,pipeline,unroll_2,pipeline,17.25,0.6833525305283252,False
workload_201.cpp,xczu7ev-ffvc1156-2-e,10.0,165.6527,55,58,1,3,6,block_4_1,block_4_2,block_2_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,pipeline_1,17.0,0.9512922981096514,False
workload_202.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29628,55,58,10,5,7,cyclic_2_1,block_2_1,block_2_1,complete_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,unroll,20.0,0.9069948187397722,False
workload_203.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29646,58,58,10,4,6,block_2_1,block_2_1,block_2_1,block_4_1,block_4_1,block_4_1,unroll_2,unroll_2,pipeline_1,unroll_4,19.5,0.9234061793944437,False
workload_204.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29401,61,58,10,4,6,block_4_1,cyclic_4_2,block_2_1,block_4_1,cyclic_8_1,complete_1,unroll_2,pipeline,pipeline,unroll,19.5,0.9234054218139603,False
workload_205.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29593,64,58,10,4,7,cyclic_2_1,block_4_1,block_2_1,block_4_1,cyclic_4_1,complete_1,unroll_2,pipeline,pipeline_1,unroll,19.75,0.9152275217960114,False
workload_206.cpp,xczu7ev-ffvc1156-2-e,10.0,206.93791,64,62,1,3,11,cyclic_32_1,complete_2,block_2_2,block_4_1,block_4_1,block_4_1,unroll_2,pipeline,unroll_4,pipeline_1,19.25,0.7516339323504133,False
workload_207.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29644,67,58,10,4,6,block_4_1,block_2_1,block_4_2,block_4_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline,unroll,19.5,0.9234061732113503,False
workload_208.cpp,xczu7ev-ffvc1156-2-e,10.0,177.20275,70,62,2,6,14,cyclic_2_1,cyclic_64_1,cyclic_16_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline,unroll_8,pipeline_1,21.0,0.8242291776389906,False
workload_209.cpp,xczu7ev-ffvc1156-2-e,10.0,159.26829,93,59,10,5,8,cyclic_2_1,block_8_1,block_8_2,cyclic_8_1,block_2_1,block_8_1,unroll_2,unroll_2,pipeline_1,unroll,20.5,0.8763680930337873,False
workload_210.cpp,xczu7ev-ffvc1156-2-e,10.0,138.95004,96,60,10,5,8,cyclic_64_1,block_2_2,block_4_1,complete_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,pipeline,unroll,20.75,0.8883522171335253,False
workload_211.cpp,xczu7ev-ffvc1156-2-e,10.0,148.78236,61,58,10,4,7,cyclic_2_1,block_4_1,block_8_2,cyclic_8_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,pipeline,19.75,0.9138050945422573,False
workload_212.cpp,xczu7ev-ffvc1156-2-e,10.0,176.79098,116,60,1,13,24,cyclic_4_1,block_4_2,cyclic_16_1,block_8_1,block_2_1,cyclic_4_1,unroll_8,pipeline_1,unroll_4,pipeline,24.5,0.7299448656998686,False
workload_213.cpp,xczu7ev-ffvc1156-2-e,10.0,130.42808,119,58,11,31,33,cyclic_2_1,cyclic_4_2,block_4_2,cyclic_4_1,block_2_1,block_8_1,unroll_32,pipeline,pipeline,unroll_4,33.25,0.6687337387125066,False
workload_214.cpp,xczu7ev-ffvc1156-2-e,10.0,138.94934,127,60,10,4,9,cyclic_128_1,block_2_1,block_4_2,block_4_1,block_2_1,complete_1,unroll_2,pipeline,pipeline,unroll,20.75,0.8883531479845712,False
workload_215.cpp,xczu7ev-ffvc1156-2-e,10.0,185.96594,78,60,6,5,14,cyclic_128_1,block_4_2,block_4_2,block_8_1,cyclic_2_1,complete_1,unroll_2,unroll,unroll_4,pipeline,21.25,0.7921114900689475,False
workload_216.cpp,xczu7ev-ffvc1156-2-e,10.0,138.94996,72,60,10,5,9,cyclic_32_1,block_4_1,block_2_2,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline,unroll_4,21.0,0.8829442899763689,False
workload_217.cpp,xczu7ev-ffvc1156-2-e,10.0,166.96172,78,60,2,6,13,block_2_1,block_4_1,cyclic_16_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_4,pipeline_1,unroll_4,pipeline,20.25,0.873398243896689,False
workload_218.cpp,xczu7ev-ffvc1156-2-e,10.0,196.453,61,58,1,3,7,block_4_1,cyclic_2_2,block_2_1,block_4_1,cyclic_2_1,block_4_1,unroll_2,pipeline_1,unroll_4,pipeline_1,17.25,0.8092721421118261,False
workload_219.cpp,xczu7ev-ffvc1156-2-e,10.0,143.53452,58,58,11,6,8,cyclic_2_1,block_8_2,block_2_2,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll,pipeline,unroll_4,20.75,0.8817502923154106,False
workload_220.cpp,xczu7ev-ffvc1156-2-e,10.0,396.09094,189,60,1,4,13,block_64_1,block_2_2,cyclic_8_2,complete_1,block_8_1,cyclic_2_1,unroll_8,pipeline_1,unroll_2,unroll_4,19.5,0.19944423572027714,False
workload_221.cpp,xczu7ev-ffvc1156-2-e,10.0,166.71503,76,60,2,5,11,cyclic_4_1,block_4_1,cyclic_16_1,complete_1,block_2_1,block_8_1,unroll_2,pipeline_1,unroll_8,pipeline,19.5,0.8987936917112878,False
workload_222.cpp,xczu7ev-ffvc1156-2-e,10.0,397.31987,136,58,1,4,15,cyclic_4_1,cyclic_4_2,cyclic_8_2,complete_1,complete_1,cyclic_4_1,unroll_8,pipeline_1,unroll_4,unroll_2,19.5,0.19742340764233485,False
workload_223.cpp,xczu7ev-ffvc1156-2-e,10.0,207.34836,80,60,1,5,14,block_4_1,complete_2,block_2_1,block_4_1,cyclic_4_1,block_4_1,unroll_2,pipeline_1,unroll_8,pipeline_1,20.0,0.7411991176646194,False
workload_224.cpp,xczu7ev-ffvc1156-2-e,10.0,373.72785,129,58,1,4,13,cyclic_2_1,cyclic_2_2,block_2_2,cyclic_2_1,cyclic_8_1,block_8_1,unroll_8,pipeline_1,unroll_4,unroll_4,19.0,0.24040463146405097,False
workload_225.cpp,xczu7ev-ffvc1156-2-e,10.0,207.34922,117,60,1,9,22,block_4_1,complete_2,block_2_1,complete_1,cyclic_2_1,cyclic_2_1,unroll_4,unroll_4,unroll_8,pipeline_1,23.0,0.6844874755285294,False
workload_226.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29628,59,58,10,5,7,block_4_1,block_2_1,block_2_1,complete_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,pipeline,unroll_4,20.0,0.9069948187397722,False
workload_227.cpp,xczu7ev-ffvc1156-2-e,10.0,176.54593,150,60,1,21,36,cyclic_2_1,block_4_2,cyclic_16_1,complete_1,cyclic_2_1,cyclic_4_1,unroll_8,pipeline_1,unroll_8,pipeline,29.5,0.6464595888298178,False
workload_228.cpp,xczu7ev-ffvc1156-2-e,10.0,156.47495,73,58,2,5,9,block_4_1,block_2_2,block_2_1,block_4_1,block_4_1,block_4_1,unroll_4,pipeline,unroll_4,pipeline_1,18.5,0.9555685174467194,False
workload_229.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29393,256,58,10,19,26,block_4_1,cyclic_4_2,block_4_1,cyclic_4_1,block_2_1,complete_1,unroll_32,unroll_2,pipeline,unroll,28.25,0.7462295024274345,False
workload_230.cpp,xczu7ev-ffvc1156-2-e,10.0,136.65262,277,58,22,11,20,cyclic_2_1,block_2_2,block_4_2,cyclic_8_1,cyclic_8_1,block_4_1,unroll_32,unroll_4,unroll_2,unroll,27.75,0.7579937245313249,False
workload_231.cpp,xczu7ev-ffvc1156-2-e,10.0,374.21906,441,58,1,10,28,block_4_1,block_4_1,block_4_2,complete_1,cyclic_2_1,block_8_1,unroll_8,pipeline_1,unroll_8,unroll_4,24.25,0.22576765182452097,False
workload_232.cpp,xczu7ev-ffvc1156-2-e,10.0,156.10826,767,58,2,54,77,block_4_1,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,unroll_16,unroll_2,unroll_16,pipeline,47.75,0.2824329483904351,False
workload_233.cpp,xczu7ev-ffvc1156-2-e,10.0,337.60015,785,60,10,9,18,block_4_1,complete_2,block_2_1,block_4_1,block_4_1,block_4_1,unroll_4,pipeline,unroll_8,unroll,24.25,0.2998288395606922,False
workload_234.cpp,xczu7ev-ffvc1156-2-e,10.0,211.72991,998,60,6,12,43,cyclic_16_1,cyclic_2_2,cyclic_4_2,cyclic_2_1,cyclic_4_1,block_8_1,unroll_16,unroll_4,unroll_16,unroll_4,30.25,0.5497764066225768,False
workload_235.cpp,xczu7ev-ffvc1156-2-e,10.0,152.70987,1042,60,10,14,25,cyclic_2_1,block_4_2,cyclic_16_1,complete_1,complete_1,cyclic_4_1,unroll_8,pipeline,pipeline,pipeline,27.25,0.7371377132235403,False
workload_236.cpp,xczu7ev-ffvc1156-2-e,10.0,143.5325,2878,60,50,42,84,cyclic_2_1,complete_2,block_2_2,cyclic_2_1,cyclic_8_1,complete_1,unroll_16,pipeline_1,unroll_16,unroll,59.0,0.131068894168288,False
workload_240.cpp,xczu7ev-ffvc1156-2-e,10.0,156.96918,51,58,2,2,4,block_4_1,block_2_2,block_2_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,pipeline_1,16.5,0.996723217568,False
workload_241.cpp,xczu7ev-ffvc1156-2-e,10.0,196.45395,54,58,1,3,7,block_4_1,cyclic_4_2,block_2_1,block_4_1,cyclic_2_1,block_8_1,unroll_2,pipeline,unroll_4,pipeline_1,17.25,0.8092679738032655,False
workload_242.cpp,xczu7ev-ffvc1156-2-e,10.0,130.4281,54,58,11,6,9,block_4_1,block_4_2,block_4_2,block_8_1,block_2_1,cyclic_2_1,unroll_2,pipeline,pipeline,unroll_4,21.0,0.8878948523998528,False
workload_243.cpp,xczu7ev-ffvc1156-2-e,10.0,196.45285,54,58,1,3,7,block_4_1,cyclic_2_2,block_2_1,complete_1,cyclic_2_1,block_4_1,unroll_2,pipeline_1,unroll_4,pipeline_1,17.25,0.8092728002667656,False
workload_244.cpp,xczu7ev-ffvc1156-2-e,10.0,165.65238,54,58,1,3,7,block_4_1,block_4_2,block_4_1,block_2_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,pipeline_1,17.25,0.9481291676229792,False
workload_245.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29396,57,58,10,5,8,block_4_1,block_2_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline,unroll,20.25,0.8987228343325507,False
workload_246.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29401,57,58,10,4,6,block_4_1,cyclic_4_2,block_2_1,cyclic_4_1,cyclic_8_1,complete_1,unroll_2,pipeline,pipeline,unroll,19.5,0.9234054218139603,False
workload_247.cpp,xczu7ev-ffvc1156-2-e,10.0,156.23028,65,58,2,4,10,block_4_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,block_4_1,unroll_2,pipeline_1,unroll_8,pipeline_1,18.5,0.9561650093667763,False
workload_248.cpp,xczu7ev-ffvc1156-2-e,10.0,133.70488,75,60,11,6,11,cyclic_128_1,block_2_2,block_4_2,block_8_1,cyclic_2_1,complete_1,unroll_2,unroll,pipeline,unroll_4,22.0,0.8667875529312107,False
workload_249.cpp,xczu7ev-ffvc1156-2-e,10.0,206.93774,59,62,1,3,10,cyclic_32_1,complete_2,block_2_2,block_4_1,block_4_1,block_4_1,unroll_2,pipeline_1,unroll_4,pipeline_1,19.0,0.7539540258142056,False
workload_250.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29362,114,58,10,11,15,cyclic_4_1,block_2_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_8,pipeline,pipeline,unroll,23.5,0.8327585666439428,False
workload_251.cpp,xczu7ev-ffvc1156-2-e,10.0,176.79134,58,60,1,4,9,cyclic_2_1,block_4_2,cyclic_16_1,block_8_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_4,pipeline,18.5,0.884448795297504,False
workload_252.cpp,xczu7ev-ffvc1156-2-e,10.0,470.22964,85,58,1,3,8,cyclic_4_1,cyclic_2_2,cyclic_8_2,complete_1,complete_1,block_8_1,unroll_8,pipeline,unroll_2,unroll_2,17.5,0.11517322454981928,False
workload_253.cpp,xczu7ev-ffvc1156-2-e,10.0,384.131,96,58,1,3,9,cyclic_2_1,block_4_1,block_4_2,cyclic_4_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,unroll_4,17.75,0.2219567248037439,False
workload_254.cpp,xczu7ev-ffvc1156-2-e,10.0,384.21283,104,58,1,3,11,cyclic_4_1,block_4_2,cyclic_8_2,complete_1,block_8_1,block_8_1,unroll_4,pipeline_1,unroll_4,unroll_4,18.25,0.22140102931366118,False
workload_255.cpp,xczu7ev-ffvc1156-2-e,10.0,215.45835,52,58,1,3,6,cyclic_2_1,cyclic_4_2,cyclic_2_1,block_4_1,block_8_1,cyclic_4_1,unroll_2,pipeline,unroll_4,pipeline,17.0,0.7287485283802783,False
workload_256.cpp,xczu7ev-ffvc1156-2-e,10.0,133.70454,167,60,10,25,28,cyclic_32_1,cyclic_4_2,block_2_2,cyclic_2_1,block_2_1,complete_1,unroll_32,pipeline,pipeline,unroll,30.75,0.7101640958543486,False
workload_257.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29597,60,58,10,4,6,cyclic_2_1,block_2_1,block_2_2,block_4_1,cyclic_4_1,cyclic_2_1,unroll_2,pipeline,pipeline,unroll,19.5,0.9234060279027915,False
workload_258.cpp,xczu7ev-ffvc1156-2-e,10.0,196.45447,55,58,1,3,6,block_2_1,cyclic_2_2,block_2_1,block_4_1,block_4_1,block_8_1,unroll_2,unroll_2,unroll_4,pipeline_1,17.0,0.8102715377776522,False
workload_259.cpp,xczu7ev-ffvc1156-2-e,10.0,215.45815,202,58,1,19,34,cyclic_2_1,cyclic_4_2,block_4_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_4,pipeline,28.0,0.5703682596315063,False
workload_260.cpp,xczu7ev-ffvc1156-2-e,10.0,235.5288,202,58,1,14,33,cyclic_4_1,block_4_1,block_8_2,cyclic_8_1,cyclic_2_1,block_8_1,unroll_8,pipeline_1,unroll_8,pipeline,26.5,0.5318241649576531,False
workload_261.cpp,xczu7ev-ffvc1156-2-e,10.0,131.08524,61,60,11,7,10,cyclic_64_1,block_4_2,block_4_2,complete_1,complete_1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,pipeline,22.0,0.8700935090690988,False
workload_262.cpp,xczu7ev-ffvc1156-2-e,10.0,150.0884,211,64,25,36,48,cyclic_32_1,complete_2,complete_2,cyclic_4_1,block_2_1,block_4_1,unroll_32,pipeline_1,pipeline,unroll_4,43.25,0.37976586680033697,False
workload_263.cpp,xczu7ev-ffvc1156-2-e,10.0,185.96639,56,58,1,3,7,block_4_1,block_8_2,block_2_1,block_4_1,block_4_1,block_4_1,unroll_2,pipeline,unroll_4,pipeline_1,17.25,0.8559089392724042,False
workload_264.cpp,xczu7ev-ffvc1156-2-e,10.0,165.65238,55,58,1,4,7,block_4_1,block_4_2,block_2_1,complete_1,block_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,17.5,0.9447382610383401,False
workload_265.cpp,xczu7ev-ffvc1156-2-e,10.0,384.37691,56,58,1,2,7,cyclic_4_1,block_2_2,cyclic_8_2,complete_1,block_8_1,block_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,17.0,0.22183804400126655,False
workload_266.cpp,xczu7ev-ffvc1156-2-e,10.0,206.94006,61,62,1,3,10,cyclic_32_1,complete_2,block_2_2,block_4_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_4,pipeline_1,19.0,0.7539445685478655,False
workload_267.cpp,xczu7ev-ffvc1156-2-e,10.0,384.21346,245,60,1,6,21,cyclic_2_1,complete_2,block_2_2,cyclic_2_1,cyclic_8_1,block_4_1,unroll_8,pipeline_1,unroll_4,unroll_4,22.0,0.21537249652013463,False
workload_268.cpp,xczu7ev-ffvc1156-2-e,10.0,135.34174,258,58,22,11,18,cyclic_2_1,block_4_2,block_4_2,cyclic_8_1,block_2_1,block_4_1,unroll_32,unroll_4,unroll_2,unroll,27.25,0.7691792637514441,False
workload_269.cpp,xczu7ev-ffvc1156-2-e,10.0,142.22268,317,58,10,19,25,cyclic_2_1,cyclic_2_2,cyclic_4_1,complete_1,block_2_1,block_4_1,unroll_32,pipeline,pipeline,pipeline,28.0,0.7437191531046898,False
workload_270.cpp,xczu7ev-ffvc1156-2-e,10.0,166.71451,146,60,2,18,29,cyclic_2_1,block_4_1,cyclic_16_1,complete_1,block_2_1,cyclic_2_1,unroll_8,pipeline_1,unroll_8,pipeline,27.25,0.7070333080955193,False
workload_271.cpp,xczu7ev-ffvc1156-2-e,10.0,152.7102,342,60,10,5,11,cyclic_2_1,cyclic_4_2,cyclic_16_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,pipeline,pipeline,21.5,0.8481782688347786,False
workload_272.cpp,xczu7ev-ffvc1156-2-e,10.0,163.1974,463,60,10,6,12,block_4_1,block_8_1,cyclic_16_1,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline,unroll,22.0,0.816220538992417,False
workload_273.cpp,xczu7ev-ffvc1156-2-e,10.0,327.36181,640,58,10,9,19,block_4_1,block_4_2,block_2_1,block_4_1,cyclic_8_1,complete_1,unroll_8,pipeline,unroll_4,unroll,24.0,0.32500227972567125,False
workload_274.cpp,xczu7ev-ffvc1156-2-e,10.0,156.10826,742,58,2,54,78,block_4_1,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,unroll_16,unroll_2,unroll_16,pipeline,48.0,0.2777001108799641,False
workload_276.cpp,xczu7ev-ffvc1156-2-e,10.0,157.94864,1034,60,12,59,91,cyclic_128_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,complete_1,unroll_32,unroll,unroll_16,pipeline,55.5,0.16418225698839864,False
workload_278.cpp,xczu7ev-ffvc1156-2-e,10.0,133.04754,2612,58,48,39,58,cyclic_2_1,cyclic_2_2,block_2_2,cyclic_2_1,cyclic_8_1,complete_1,unroll_16,pipeline,unroll_16,unroll,50.75,0.2308192301237584,False
workload_279.cpp,xczu7ev-ffvc1156-2-e,10.0,340.5518,3509,60,10,16,77,cyclic_2_1,cyclic_64_1,block_2_1,cyclic_8_1,block_4_1,complete_1,unroll_4,unroll_2,unroll_8,unroll,40.75,0.186411030490941,False
workload_280.cpp,xczu7ev-ffvc1156-2-e,10.0,196.29118,50,58,1,2,5,block_4_1,cyclic_2_2,block_2_1,cyclic_4_1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,16.5,0.8116282196825115,False
workload_281.cpp,xczu7ev-ffvc1156-2-e,10.0,156.4762,53,58,2,3,8,cyclic_2_1,block_4_1,block_4_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_4,pipeline,17.75,0.9716682567227835,False
workload_282.cpp,xczu7ev-ffvc1156-2-e,10.0,165.65238,53,58,1,4,7,block_4_1,block_4_2,block_2_1,complete_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_4,pipeline_1,17.5,0.9447382610383401,False
workload_283.cpp,xczu7ev-ffvc1156-2-e,10.0,133.0498,56,58,10,5,7,block_4_1,cyclic_4_2,block_2_2,cyclic_4_1,block_2_1,block_8_1,unroll_2,pipeline,pipeline,unroll,20.0,0.9078247051293699,False
workload_284.cpp,xczu7ev-ffvc1156-2-e,10.0,195.79646,56,58,1,3,7,block_4_1,cyclic_2_2,block_2_1,complete_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,17.25,0.8121553324377178,False
workload_285.cpp,xczu7ev-ffvc1156-2-e,10.0,195.1439,56,58,1,3,8,block_2_1,cyclic_2_2,block_4_2,cyclic_8_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_4,pipeline_1,17.5,0.8135820751457095,False
workload_286.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29449,59,58,10,4,6,cyclic_2_1,cyclic_2_2,block_2_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,pipeline,pipeline,unroll,19.5,0.923405570261959,False
workload_287.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29209,59,58,10,4,6,cyclic_2_1,block_4_2,block_2_1,block_4_1,block_2_1,block_4_1,unroll_2,pipeline,pipeline,unroll,19.5,0.9234048279046949,False
workload_288.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29458,59,58,10,4,7,block_4_1,block_4_1,block_2_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline,pipeline,unroll,19.75,0.9152278091814013,False
workload_289.cpp,xczu7ev-ffvc1156-2-e,10.0,384.21506,62,58,1,2,5,cyclic_2_1,cyclic_4_2,block_4_2,block_4_1,block_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,unroll_4,16.5,0.22218176488174768,False
workload_290.cpp,xczu7ev-ffvc1156-2-e,10.0,337.84623,78,58,10,4,8,cyclic_4_1,block_2_1,cyclic_8_2,complete_1,block_8_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll,20.0,0.3177575378268117,False
workload_291.cpp,xczu7ev-ffvc1156-2-e,10.0,327.36065,81,58,10,4,8,cyclic_2_1,block_2_1,block_2_1,block_4_1,block_8_1,block_4_1,unroll_2,pipeline_1,unroll_2,unroll,20.0,0.34401526402857485,False
workload_292.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29451,57,58,10,4,6,block_4_1,block_2_2,block_2_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline,pipeline,unroll,19.5,0.9234055764470378,False
workload_293.cpp,xczu7ev-ffvc1156-2-e,10.0,156.76406,114,60,2,8,20,cyclic_64_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_16,pipeline,22.5,0.8165223920544787,False
workload_294.cpp,xczu7ev-ffvc1156-2-e,10.0,142.88028,117,60,10,5,9,cyclic_64_1,block_2_2,cyclic_2_1,complete_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline,pipeline_1,pipeline,21.0,0.877537663566234,False
workload_295.cpp,xczu7ev-ffvc1156-2-e,10.0,156.47495,64,58,2,5,9,block_4_1,block_2_2,block_2_1,block_4_1,block_4_1,cyclic_2_1,unroll_4,pipeline,unroll_4,pipeline_1,18.5,0.9555685174467194,False
