Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_4906.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,117,0,0,1,1,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_4_1,block_4_1,block_4_1,pipeline_1,unroll_2,1,0.5,0.999882331034,False
workload_4612.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,117,0,0,1,1,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_4_1,block_4_1,complete_1,pipeline_1,unroll_2,1,0.5,0.999882331034,False
workload_4589.cpp,xcu200-fsgd2104-2-e,3.33,0.0771894,115,0,0,1,1,cyclic_2_1,block_4_1,cyclic_8_1,block_2_1,cyclic_4_1,block_4_1,pipeline_1,unroll_2,1,0.5,0.984884214499,False
workload_4494.cpp,xcu200-fsgd2104-2-e,3.33,0.07721937,199,0,0,2,2,cyclic_2_1,block_8_1,block_64_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,1,0.952361028035,False
workload_4478.cpp,xcu200-fsgd2104-2-e,3.33,0.0771894,194,0,0,1,2,cyclic_2_1,block_8_1,cyclic_128_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,1,0.75,0.960036319737,False
workload_4518.cpp,xcu200-fsgd2104-2-e,3.33,0.0771894,121,0,0,1,1,cyclic_2_1,block_8_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,1,0.5,0.984884214499,False
workload_4866.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,120,0,0,1,1,cyclic_2_1,block_8_1,cyclic_4_1,block_4_1,block_4_1,block_4_1,pipeline_1,unroll_2,1,0.5,0.999882331034,False
workload_4847.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,120,0,0,1,1,cyclic_2_1,block_8_1,cyclic_4_1,block_4_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,0.5,0.999882331034,False
workload_4648.cpp,xcu200-fsgd2104-2-e,3.33,0.33323976,141,0,0,0,1,cyclic_2_1,block_8_1,cyclic_4_1,block_4_1,complete_1,block_4_1,unroll_4,unroll_2,1,0.25,0.23924548368,False
workload_4649.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,120,0,0,1,1,cyclic_2_1,block_8_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_4_1,pipeline_1,unroll_8,1,0.5,0.999882331034,False
workload_4577.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,122,0,0,1,1,cyclic_2_1,block_8_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,1,0.5,0.999882331034,False
workload_4557.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,120,0,0,1,1,cyclic_2_1,block_8_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,0.5,0.999882331034,False
workload_4779.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,121,0,0,1,1,cyclic_2_1,block_8_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,block_4_1,pipeline_1,unroll_2,1,0.5,0.999882331034,False
workload_4837.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,120,0,0,1,1,cyclic_2_1,block_8_1,cyclic_4_1,cyclic_8_1,block_4_1,block_4_1,pipeline_1,pipeline_1,1,0.5,0.999882331034,False
workload_4622.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,122,0,0,1,1,cyclic_2_1,block_8_1,cyclic_4_1,cyclic_8_1,block_4_1,complete_1,pipeline_1,unroll_2,1,0.5,0.999882331034,False
workload_4884.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,126,0,0,1,1,cyclic_2_1,block_8_1,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,1,0.5,0.999882331034,False
workload_4374.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,118,0,0,1,1,cyclic_2_1,block_8_1,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,0.5,0.999882331034,False
workload_4739.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,147,0,2,1,2,cyclic_2_1,cyclic_128_1,block_2_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_16,1,1.25,0.926592916392,False
workload_4614.cpp,xcu200-fsgd2104-2-e,3.33,0.10077912,141,0,0,0,1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_4_1,cyclic_2_1,block_4_1,unroll_2,pipeline_1,1,0.25,0.933537924753,False
workload_4562.cpp,xcu200-fsgd2104-2-e,3.33,0.07607718,153,0,2,1,2,cyclic_2_1,cyclic_128_1,cyclic_32_1,complete_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,1.25,0.925021675939,False
workload_4582.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,143,0,2,1,2,cyclic_2_1,cyclic_128_1,cyclic_4_1,complete_1,block_4_1,block_4_1,pipeline_1,pipeline_1,1,1.25,0.926592916392,False
workload_4517.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,141,0,2,1,2,cyclic_2_1,cyclic_128_1,cyclic_4_1,complete_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,1.25,0.926592916392,False
workload_4626.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,146,0,2,1,2,cyclic_2_1,cyclic_128_1,cyclic_4_1,complete_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,1,1.25,0.926592916392,False
workload_4790.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,145,0,2,1,2,cyclic_2_1,cyclic_128_1,cyclic_4_1,complete_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,1,1.25,0.926592916392,False
workload_4615.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,143,0,2,1,2,cyclic_2_1,cyclic_128_1,cyclic_4_1,cyclic_4_1,block_4_1,complete_1,pipeline_1,unroll_2,1,1.25,0.926592916392,False
workload_4610.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,141,0,2,1,2,cyclic_2_1,cyclic_128_1,cyclic_4_1,cyclic_8_1,block_4_1,block_4_1,pipeline_1,pipeline_1,1,1.25,0.926592916392,False
workload_4676.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,148,0,2,1,2,cyclic_2_1,cyclic_128_1,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,1.25,0.926592916392,False
workload_4653.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,119,0,2,1,1,cyclic_2_1,cyclic_16_1,block_2_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,2,1,1,True
workload_4888.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,117,0,2,1,1,cyclic_2_1,cyclic_16_1,block_2_1,cyclic_8_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,1,1,1,True
workload_4913.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,118,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,block_2_1,block_4_1,block_4_1,pipeline_1,unroll_8,1,1,1,True
workload_4822.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,115,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,block_2_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,1,1,1,True
workload_4835.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,117,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,block_4_1,block_4_1,block_4_1,pipeline_1,pipeline_1,1,1,1,True
workload_4842.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,114.5,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,block_4_1,block_4_1,block_4_1,pipeline_1,unroll_2,2,1,1,True
workload_4760.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,114,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_2,1,1,1,True
workload_4733.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,114,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,block_4_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,1,1,1,True
workload_4593.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,113,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,1,1,1,True
workload_4936.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,117,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,complete_1,cyclic_2_1,block_2_1,pipeline_1,unroll_16,1,1,1,True
workload_4819.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,116,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,complete_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,1,1,1,True
workload_4652.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,118,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,block_4_1,block_4_1,pipeline_1,unroll_2,1,1,1,True
workload_4770.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,115,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,block_4_1,complete_1,pipeline_1,unroll_2,1,1,1,True
workload_4903.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,120,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_16,1,1,1,True
workload_4937.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,116,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,pipeline_1,1,1,1,True
workload_4928.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,116,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,1,1,True
workload_4848.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,119,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,1,1,1,True
workload_4725.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,116,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,block_8_1,block_2_1,pipeline_1,unroll_2,1,1,1,True
workload_4669.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,117,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,complete_1,block_4_1,pipeline_1,pipeline_1,1,1,1,True
workload_4642.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,116.5,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,2,1,1,True
workload_4688.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,113,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,3,1,1,True
workload_4898.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,115,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_2,1,1,1,True
workload_4872.cpp,xcu200-fsgd2104-2-e,3.33,0.07607718,118,0,2,1,1,cyclic_2_1,cyclic_16_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,1,1,0.95523127998,False
workload_4585.cpp,xcu200-fsgd2104-2-e,3.33,0.07630362,125,0,1,1,1,cyclic_2_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_2,1,0.75,0.961308618902,False
workload_4749.cpp,xcu200-fsgd2104-2-e,3.33,0.07609383,234,0,2,3,4,cyclic_2_1,cyclic_32_1,block_128_1,complete_1,cyclic_2_1,block_4_1,pipeline_1,pipeline_1,1,2.25,0.821845608178,False
workload_4853.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,121,0,2,1,1,cyclic_2_1,cyclic_32_1,block_2_1,block_4_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,1,1,1,True
workload_4718.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,120,0,2,1,1,cyclic_2_1,cyclic_32_1,block_2_1,block_4_1,cyclic_2_1,block_4_1,pipeline_1,pipeline_1,1,1,1,True
workload_4755.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,120,0,2,1,1,cyclic_2_1,cyclic_32_1,block_2_1,block_4_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,1,1,1,True
workload_4875.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,124,0,2,1,1,cyclic_2_1,cyclic_32_1,block_2_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,1,1,1,True
workload_4736.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,120,0,2,1,1,cyclic_2_1,cyclic_32_1,block_2_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,pipeline_1,pipeline_1,1,1,1,True
workload_4420.cpp,xcu200-fsgd2104-2-e,3.33,0.07610715,203,0,2,2,3,cyclic_2_1,cyclic_32_1,block_64_1,complete_1,block_4_1,block_2_1,pipeline_1,unroll_8,2,1.75,0.889432454143,False
workload_4675.cpp,xcu200-fsgd2104-2-e,3.33,0.07607718,122,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_16_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_2,1,1,0.95523127998,False
workload_4474.cpp,xcu200-fsgd2104-2-e,3.33,0.07607718,121,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_16_1,cyclic_2_1,block_4_1,block_2_1,pipeline_1,unroll_8,1,1,0.95523127998,False
workload_4611.cpp,xcu200-fsgd2104-2-e,3.33,0.43745544,206,0,0,0,1,cyclic_2_1,cyclic_32_1,cyclic_16_1,cyclic_2_1,block_4_1,block_2_1,unroll_4,unroll_8,1,0.25,0.117052156757,False
workload_4555.cpp,xcu200-fsgd2104-2-e,3.33,0.07607718,121,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,block_2_1,pipeline_1,unroll_8,1,1,0.95523127998,False
workload_4588.cpp,xcu200-fsgd2104-2-e,3.33,0.07607718,120,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_16_1,cyclic_8_1,cyclic_2_1,block_2_1,pipeline_1,unroll_2,1,1,0.95523127998,False
workload_4791.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,121,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_4_1,complete_1,block_4_1,pipeline_1,pipeline_1,1,1,1,True
workload_4880.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,124,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_4_1,block_2_1,block_4_1,pipeline_1,unroll_8,1,1,1,True
workload_4762.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,118,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_4_1,block_4_1,block_4_1,pipeline_1,unroll_2,1,1,1,True
workload_4805.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,123,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_4_1,pipeline_1,unroll_16,1,1,1,True
workload_4785.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,120,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,block_4_1,block_4_1,pipeline_1,unroll_2,1,1,1,True
workload_4915.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,119,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,1,1,True
workload_4900.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,123,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_2_1,block_2_1,block_4_1,pipeline_1,unroll_4,1,1,1,True
workload_4914.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,120,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_2_1,block_4_1,block_4_1,pipeline_1,unroll_4,1,1,1,True
workload_4873.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,123,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_2_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,1,1,1,True
workload_4777.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,122,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_2_1,cyclic_2_1,block_4_1,pipeline_1,unroll_8,1,1,1,True
workload_4894.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,122,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,block_2_1,complete_1,pipeline_1,pipeline_1,1,1,1,True
workload_4782.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,118,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,block_4_1,block_4_1,pipeline_1,pipeline_1,1,1,1,True
workload_4849.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,122,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,block_4_1,block_4_1,pipeline_1,unroll_2,1,1,1,True
workload_4845.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,123,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,block_4_1,block_4_1,pipeline_1,unroll_8,1,1,1,True
workload_4690.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,119,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline_1,1,1,1,True
workload_4784.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,124,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_16,1,1,1,True
workload_4771.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,121.5,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_2,2,1,1,True
workload_4823.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,122,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_8,1,1,1,True
workload_4709.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,118,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,complete_1,complete_1,pipeline_1,pipeline_1,1,1,1,True
workload_4590.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,120,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,cyclic_2_1,block_2_1,pipeline_1,unroll_8,1,1,1,True
workload_4565.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,118,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,cyclic_2_1,block_4_1,pipeline_1,pipeline_1,1,1,1,True
workload_4613.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,118,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,2,1,1,True
workload_4887.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,122,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,cyclic_2_1,block_4_1,pipeline_1,unroll_8,1,1,1,True
workload_4678.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,119.5,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,2,1,1,True
workload_4623.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,119,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_2,1,1,1,True
workload_4817.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,118,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,complete_1,block_2_1,block_2_1,pipeline_1,pipeline_1,1,1,1,True
workload_4852.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,119,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,complete_1,block_2_1,block_2_1,pipeline_1,unroll_4,1,1,1,True
workload_4773.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,120,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,complete_1,block_2_1,block_2_1,pipeline_1,unroll_8,1,1,1,True
workload_4666.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,119,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,complete_1,block_4_1,block_2_1,pipeline_1,unroll_2,1,1,1,True
workload_4576.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,120.5,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,complete_1,block_4_1,block_2_1,pipeline_1,unroll_8,2,1,1,True
workload_4895.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,123,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,complete_1,cyclic_2_1,block_2_1,pipeline_1,unroll_16,1,1,1,True
workload_4794.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,120,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,complete_1,cyclic_2_1,block_4_1,pipeline_1,pipeline_1,1,1,1,True
workload_4461.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,117,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,complete_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,1,1,1,True
workload_4710.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,119,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,complete_1,cyclic_2_1,block_8_1,pipeline_1,unroll_2,1,1,1,True
workload_4723.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,120,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,complete_1,cyclic_2_1,complete_1,pipeline_1,unroll_8,1,1,1,True
workload_4745.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,118,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,complete_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_2,1,1,1,True
workload_4638.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,121,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,complete_1,block_2_1,pipeline_1,unroll_8,1,1,1,True
workload_4682.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,119,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_4_1,pipeline_1,pipeline_1,1,1,1,True
workload_4737.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,120,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_4_1,pipeline_1,unroll_8,1,1,1,True
workload_4660.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,118,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_2,1,1,1,True
workload_4707.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,118.5,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,block_4_1,block_4_1,pipeline_1,unroll_2,2,1,1,True
workload_4540.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,118.5,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,block_4_1,complete_1,pipeline_1,unroll_2,2,1,1,True
workload_4632.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,120.5,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,4,1,1,True
workload_4797.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,121,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_2_1,pipeline_1,unroll_8,1,1,1,True
workload_4699.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,119,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_4_1,pipeline_1,pipeline_1,1,1,1,True
workload_4641.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,118,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,1,1,1,True
workload_4654.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,124,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_4_1,pipeline_1,unroll_8,1,1,1,True
workload_4940.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,122,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_16,1,1,1,True
workload_4504.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,117,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,1,1,1,True
workload_4908.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,120,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,block_2_1,block_4_1,pipeline_1,pipeline_1,1,1,1,True
workload_4627.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,120,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,block_4_1,block_4_1,pipeline_1,pipeline_1,2,1,1,True
workload_4743.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,119,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,block_4_1,block_4_1,pipeline_1,unroll_2,2,1,1,True
workload_4702.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,119,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,1,1,1,True
workload_4355.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,119,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,2,1,1,True
workload_4813.cpp,xcu200-fsgd2104-2-e,3.33,0.07266726,121,0,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,3,1,1,True
